0.000	-10.000	0.000	0.000
0.100	-10.000	0.000	0.000
0.200	-10.000	0.000	0.000
0.300	-10.000	0.000	0.000
0.400	-10.000	0.000	0.000
0.500	-10.000	0.000	0.000
0.600	-10.000	0.000	0.000
0.700	-10.000	0.000	0.000
0.800	-10.000	0.000	0.000
0.900	-10.000	0.000	0.000
1.000	-10.000	0.000	0.000
1.100	-10.000	0.000	0.000
1.200	-10.000	0.000	0.000
1.300	-10.000	0.000	0.000
1.400	-10.000	0.000	0.000
1.500	-10.000	0.000	0.000
1.600	-10.000	0.000	0.000
1.700	-10.000	0.000	0.000
1.800	-10.000	0.000	0.000
1.900	-10.000	0.000	0.000
2.000	-10.000	0.000	0.000
2.100	-10.000	0.000	0.000
2.200	-10.000	0.000	0.000
2.300	-10.000	0.000	0.000
2.400	-10.000	0.000	0.000
2.500	-10.000	0.000	0.000
2.600	-10.000	0.000	0.000
2.700	-10.000	0.000	0.000
2.800	-10.000	0.000	0.000
2.900	-10.000	0.000	0.000
3.000	-10.000	0.000	0.000
3.100	-10.000	0.000	0.000
3.200	-10.000	0.000	0.000
3.300	-10.000	0.000	0.000
3.400	-10.000	0.000	0.000
3.500	-10.000	0.000	0.000
3.600	-10.000	0.000	0.000
3.700	-10.000	0.000	0.000
3.800	-10.000	0.000	0.000
3.900	-10.000	0.000	0.000
4.000	-10.000	0.000	0.000
4.100	-10.000	0.000	0.000
4.200	-10.000	0.000	0.000
4.300	-10.000	0.000	0.000
4.400	-10.000	0.000	0.000
4.500	-10.000	0.000	0.000
4.600	-10.000	0.000	0.000
4.700	-10.000	0.000	0.000
4.800	-10.000	0.000	0.000
4.900	-10.000	0.000	0.000
5.000	-10.000	0.000	0.000
5.100	-10.000	0.000	0.000
5.200	-10.000	0.000	0.000
5.300	-10.000	0.000	0.000
5.400	-10.000	0.000	0.000
5.500	-10.000	0.000	0.000
5.600	-10.000	0.000	0.000
5.700	-10.000	0.000	0.000
5.800	-10.000	0.000	0.000
5.900	-10.000	0.000	0.000
6.000	-10.000	0.000	0.000
6.100	-10.000	0.000	0.000
6.200	-10.000	0.000	0.000
6.300	-10.000	0.000	0.000
6.400	-10.000	0.000	0.000
6.500	-10.000	0.000	0.000
6.600	-10.000	0.000	0.000
6.700	-10.000	0.000	0.000
6.800	-10.000	0.000	0.000
6.900	-10.000	0.000	0.000
7.000	-10.000	0.000	0.000
7.100	-10.000	0.000	0.000
7.200	-10.000	0.000	0.000
7.300	-10.000	0.000	0.000
7.400	-10.000	0.000	0.000
7.500	-10.000	0.000	0.000
7.600	-10.000	0.000	0.000
7.700	-10.000	0.000	0.000
7.800	-10.000	0.000	0.000
7.900	-10.000	0.000	0.000
8.000	-10.000	0.000	0.000
8.100	-10.000	0.000	0.000
8.200	-10.000	0.000	0.000
8.300	-10.000	0.000	0.000
8.400	-10.000	0.000	0.000
8.500	-10.000	0.000	0.000
8.600	-10.000	0.000	0.000
8.700	-10.000	0.000	0.000
8.800	-10.000	0.000	0.000
8.900	-10.000	0.000	0.000
9.000	-10.000	0.000	0.000
9.100	-10.000	0.000	0.000
9.200	-10.000	0.000	0.000
9.300	-10.000	0.000	0.000
9.400	-10.000	0.000	0.000
9.500	-10.000	0.000	0.000
9.600	-10.000	0.000	0.000
9.700	-10.000	0.000	0.000
9.800	-10.000	0.000	0.000
9.900	-10.000	0.000	0.000
10.000	-10.000	0.000	0.000
10.100	-10.000	0.000	0.000
10.200	-10.000	0.000	0.000
10.300	-10.000	0.000	0.000
10.400	-10.000	0.000	0.000
10.500	-10.000	0.000	0.000
10.600	-10.000	0.000	0.000
10.700	-10.000	0.000	0.000
10.800	-10.000	0.000	0.000
10.900	-10.000	0.000	0.000
11.000	-10.000	0.000	0.000
11.100	-10.000	0.000	0.000
11.200	-10.000	0.000	0.000
11.300	-10.000	0.000	0.000
11.400	-10.000	0.000	0.000
11.500	-10.000	0.000	0.000
11.600	-10.000	0.000	0.000
11.700	-10.000	0.000	0.000
11.800	-10.000	0.000	0.000
11.900	-10.000	0.000	0.000
12.000	-10.000	0.000	0.000
12.100	-10.000	0.000	0.000
12.200	-10.000	0.000	0.000
12.300	-10.000	0.000	0.000
12.400	-10.000	0.000	0.000
12.500	-10.000	0.000	0.000
12.600	-10.000	0.000	0.000
12.700	-10.000	0.000	0.000
12.800	-10.000	0.000	0.000
12.900	-10.000	0.000	0.000
13.000	-10.000	0.000	0.000
13.100	-10.000	0.000	0.000
13.200	-10.000	0.000	0.000
13.300	-10.000	0.000	0.000
13.400	-10.000	0.000	0.000
13.500	-10.000	0.000	0.000
13.600	-10.000	0.000	0.000
13.700	-10.000	0.000	0.000
13.800	-10.000	0.000	0.000
13.900	-10.000	0.000	0.000
14.000	-10.000	0.000	0.000
14.100	-10.000	0.000	0.000
14.200	-10.000	0.000	0.000
14.300	-10.000	0.000	0.000
14.400	-10.000	0.000	0.000
14.500	-10.000	0.000	0.000
14.600	-10.000	0.000	0.000
14.700	-10.000	0.000	0.000
14.800	-10.000	0.000	0.000
14.900	-10.000	0.000	0.000
15.000	-10.000	0.000	0.000
15.100	-9.882	0.000	0.000
15.200	-9.765	0.000	0.000
15.300	-9.647	0.000	0.000
15.400	-9.529	0.000	0.000
15.500	-9.412	0.000	0.000
15.600	-9.294	0.000	0.000
15.700	-9.176	0.000	0.000
15.800	-9.059	0.000	0.000
15.900	-8.941	0.000	0.000
16.000	-8.824	0.000	0.000
16.100	-8.706	0.000	0.000
16.200	-8.588	0.000	0.000
16.300	-8.471	0.000	0.000
16.400	-8.353	0.000	0.000
16.500	-8.235	0.000	0.000
16.600	-8.118	0.000	0.000
16.700	-8.000	0.000	0.000
16.800	-7.882	0.000	0.000
16.900	-7.765	0.000	0.000
17.000	-7.647	0.000	0.000
17.100	-7.529	0.000	0.000
17.200	-7.412	0.000	0.000
17.300	-7.294	0.000	0.000
17.400	-7.176	0.000	0.000
17.500	-7.059	0.000	0.000
17.600	-6.941	0.000	0.000
17.700	-6.824	0.000	0.000
17.800	-6.706	0.000	0.000
17.900	-6.588	0.000	0.000
18.000	-6.471	0.000	0.000
18.100	-6.353	0.000	0.000
18.200	-6.235	0.000	0.000
18.300	-6.118	0.000	0.000
18.400	-6.000	0.000	0.000
18.500	-5.882	0.000	0.000
18.600	-5.765	0.000	0.000
18.700	-5.647	0.000	0.000
18.800	-5.529	0.000	0.000
18.900	-5.412	0.000	0.000
19.000	-5.294	0.000	0.000
19.100	-5.176	0.000	0.000
19.200	-5.059	0.000	0.000
19.300	-4.941	0.000	0.000
19.400	-4.824	0.000	0.000
19.500	-4.706	0.000	0.000
19.600	-4.588	0.000	0.000
19.700	-4.471	0.000	0.000
19.800	-4.353	0.000	0.000
19.900	-4.235	0.000	0.000
20.000	-4.118	0.000	0.000
20.100	-4.000	0.000	0.000
20.200	-3.882	0.000	0.000
20.300	-3.765	0.000	0.000
20.400	-3.647	0.000	0.000
20.500	-3.529	0.000	0.000
20.600	-3.412	0.000	0.000
20.700	-3.294	0.000	0.000
20.800	-3.176	0.000	0.000
20.900	-3.059	0.000	0.000
21.000	-2.941	0.000	0.000
21.100	-2.824	0.000	0.000
21.200	-2.706	0.000	0.000
21.300	-2.588	0.000	0.000
21.400	-2.471	0.000	0.000
21.500	-2.353	0.000	0.000
21.600	-2.235	0.000	0.000
21.700	-2.118	0.000	0.000
21.800	-2.000	0.000	0.000
21.900	-1.882	0.000	0.000
22.000	-1.765	0.000	0.000
22.100	-1.647	0.000	0.000
22.200	-1.529	0.000	0.000
22.300	-1.412	0.000	0.000
22.400	-1.294	0.000	0.000
22.500	-1.176	0.000	0.000
22.600	-1.059	0.000	0.000
22.700	-0.941	0.000	0.000
22.800	-0.824	0.000	0.000
22.900	-0.706	0.000	0.000
23.000	-0.588	0.000	0.000
23.100	-0.471	0.000	0.000
23.200	-0.353	0.000	0.000
23.300	-0.235	0.000	0.000
23.400	-0.118	0.000	0.000
23.500	0.000	0.000	0.000
23.600	0.118	0.118	0.000
23.700	0.235	0.235	0.000
23.800	0.353	0.353	0.000
23.900	0.471	0.471	0.000
24.000	0.588	0.588	0.000
24.100	0.706	0.706	0.000
24.200	0.824	0.824	0.000
24.300	0.941	0.941	0.000
24.400	1.059	1.059	0.000
24.500	1.176	1.176	0.000
24.600	1.294	1.294	0.000
24.700	1.412	1.412	0.000
24.800	1.529	1.529	0.000
24.900	1.647	1.647	0.000
25.000	1.765	1.765	0.000
